play_id,content_id,contract_id,timestamp,country,plays,user_type,device
P000050,Movie_050,C0050,2024-07-17T22:37:43,DE,8,family,desktop
P000051,Movie_051,C0051,2024-06-07T19:42:58,CA,6,student,desktop
P000052,Movie_052,C0052,2024-01-10T14:23:25,US,5,premium,tv
P000053,Movie_053,C0053,2024-02-02T00:11:46,US,13,student,web
P000054,Movie_054,C0054,2024-02-08T05:14:21,JP,1,free,tv
P000055,Movie_055,C0055,2024-03-17T08:52:35,DE,5,student,web
P000056,Movie_056,C0056,2024-08-22T14:00:19,UK,12,student,mobile
P000057,Movie_057,C0057,2024-04-26T07:18:05,US,13,family,desktop
P000058,Movie_058,C0058,2024-08-13T05:33:39,US,8,free,desktop
P000059,Movie_059,C0059,2024-03-29T09:11:07,US,8,free,tablet
P000060,Movie_060,C0060,2024-08-15T23:16:13,FR,12,family,tv
P000061,Movie_061,C0061,2024-02-03T08:25:15,IN,7,family,web
P000062,Movie_062,C0062,2024-06-19T08:48:05,IN,6,free,tablet
P000063,Movie_063,C0063,2024-02-19T20:16:05,IN,8,student,tv
P000064,Movie_064,C0064,2024-03-28T13:43:30,DE,13,student,tv
P000065,Movie_065,C0065,2024-08-15T22:49:04,US,15,free,web
P000066,Movie_066,C0066,2024-05-08T06:09:28,UK,15,family,desktop
P000067,Movie_067,C0067,2024-03-20T07:19:29,US,9,family,web
P000068,Movie_068,C0068,2024-07-03T09:14:54,AU,8,student,mobile
P000069,Movie_069,C0069,2024-03-07T13:47:03,IN,1,family,mobile
P000070,Movie_070,C0070,2024-03-13T12:05:47,JP,5,free,web
P000071,Movie_071,C0071,2024-04-23T01:18:00,US,8,premium,tv
P000072,Movie_072,C0072,2024-07-20T09:03:56,DE,14,family,desktop
P000073,Movie_073,C0073,2024-03-01T23:40:35,US,9,family,desktop
P000074,Movie_074,C0074,2024-01-27T16:55:03,JP,3,free,tv
P000075,Movie_075,C0075,2024-06-16T20:24:08,AU,8,free,tablet
P000076,Movie_076,C0076,2024-08-11T08:14:24,US,9,family,tv
P000077,Movie_077,C0077,2024-03-19T08:00:20,DE,8,premium,desktop
P000078,Movie_078,C0078,2024-08-22T21:35:51,BR,15,family,desktop
P000079,Movie_079,C0079,2024-06-28T16:38:03,AU,2,student,desktop
P000080,Movie_080,C0080,2024-05-14T16:14:27,DE,13,student,desktop
P000081,Movie_081,C0081,2024-08-26T01:49:49,US,7,free,web
P000082,Movie_082,C0082,2024-08-27T21:43:17,JP,7,free,tablet
P000083,Movie_083,C0083,2024-02-07T02:26:34,JP,4,free,tv
P000084,Movie_084,C0084,2024-08-31T22:09:35,IN,12,free,desktop
P000085,Movie_085,C0085,2024-06-08T17:23:24,US,6,premium,mobile
P000086,Movie_086,C0086,2024-07-14T21:18:02,BR,7,family,web
P000087,Movie_087,C0087,2024-04-08T03:57:20,IN,8,premium,mobile
P000088,Movie_088,C0088,2024-09-05T02:40:06,DE,8,family,tv
P000089,Movie_089,C0089,2024-06-04T02:08:08,CA,1,premium,tv
P000090,Movie_090,C0090,2024-02-14T12:55:13,US,6,family,desktop
P000091,Movie_091,C0091,2024-06-28T04:09:32,JP,12,family,web
P000092,Movie_092,C0092,2024-07-01T20:03:34,UK,3,premium,tablet
P000093,Movie_093,C0093,2024-02-09T00:52:07,US,9,family,web
P000094,Movie_094,C0094,2024-01-31T03:08:50,US,11,student,web
P000095,Movie_095,C0095,2024-06-20T03:13:48,US,12,premium,tablet
P000096,Movie_096,C0096,2024-03-24T22:49:04,US,14,premium,desktop
P000097,Movie_097,C0097,2024-09-25T02:29:51,IN,10,premium,mobile
P000098,Movie_098,C0098,2024-05-26T13:34:52,JP,6,free,web
P000099,Movie_099,C0099,2024-02-05T11:46:59,US,1,student,web
P000100,Movie_100,C0100,2024-09-21T01:40:55,UK,15,premium,web
P000101,Movie_101,C0101,2024-03-05T20:59:35,DE,2,student,tv
P000102,Movie_102,C0102,2024-08-06T06:43:26,JP,15,family,desktop
P000103,Movie_103,C0103,2024-02-16T21:58:28,IN,6,student,web
P000104,Movie_104,C0104,2024-01-06T19:45:34,DE,1,family,web
P000105,Movie_105,C0105,2024-06-27T04:06:05,CA,11,student,mobile
P000106,Movie_106,C0106,2024-01-27T03:34:22,JP,5,family,mobile
P000107,Movie_107,C0107,2024-07-27T05:34:26,AU,3,student,mobile
P000108,Movie_108,C0108,2024-08-20T23:10:01,DE,11,free,tv
P000109,Movie_109,C0109,2024-03-09T02:12:13,DE,6,family,mobile
P000110,Movie_110,C0110,2024-05-10T03:24:25,BR,8,family,tablet
P000111,Movie_111,C0111,2024-09-05T18:44:59,IN,4,premium,tablet
P000112,Movie_112,C0112,2024-02-18T04:17:14,UK,7,free,tablet
P000113,Movie_113,C0113,2024-01-31T19:57:54,FR,8,student,web
P000114,Movie_114,C0114,2024-02-28T21:40:20,UK,1,free,tablet
P000115,Movie_115,C0115,2024-06-21T07:49:40,FR,3,student,tv
P000116,Movie_116,C0116,2024-09-06T22:48:21,US,9,family,tv
P000117,Movie_117,C0117,2024-01-10T04:50:16,DE,6,free,web
P000118,Movie_118,C0118,2024-07-28T10:44:59,IN,13,free,tablet
P000119,Movie_119,C0119,2024-05-28T03:42:23,US,8,premium,mobile
P000120,Movie_120,C0120,2024-07-09T22:26:17,IN,1,free,web
P000121,Movie_121,C0121,2024-02-18T18:18:48,US,4,premium,desktop
P000122,Movie_122,C0122,2024-06-30T09:26:51,IN,4,family,web
P000123,Movie_123,C0123,2024-08-23T06:56:34,BR,10,family,web
P000124,Movie_124,C0124,2024-04-15T13:55:34,JP,2,student,desktop
P000125,Movie_125,C0125,2024-05-26T16:34:55,CA,7,family,web
P000126,Movie_126,C0126,2024-07-06T04:34:20,JP,7,premium,tv
P000127,Movie_127,C0127,2024-08-19T03:30:39,UK,12,free,tv
P000128,Movie_128,C0128,2024-05-27T18:03:11,BR,5,family,tablet
P000129,Movie_129,C0129,2024-08-23T08:33:56,JP,3,family,web
P000130,Movie_130,C0130,2024-03-01T02:08:11,IN,1,student,desktop
P000131,Movie_131,C0131,2024-06-06T02:43:41,CA,12,student,desktop
P000132,Movie_132,C0132,2024-07-09T02:56:49,UK,2,family,mobile
P000133,Movie_133,C0133,2024-02-18T08:12:52,IN,4,family,tv
P000134,Movie_134,C0134,2024-05-15T08:59:19,CA,11,student,mobile
P000135,Movie_135,C0135,2024-09-09T18:53:12,DE,12,free,web
P000136,Movie_136,C0136,2024-07-04T12:43:29,CA,11,premium,web
P000137,Movie_137,C0137,2024-04-11T11:46:43,UK,3,student,web
P000138,Movie_138,C0138,2024-08-21T20:26:18,DE,14,free,mobile
P000139,Movie_139,C0139,2024-02-15T08:00:30,CA,7,premium,tablet
P000140,Movie_140,C0140,2024-03-14T07:57:36,US,14,family,tv
P000141,Movie_141,C0141,2024-09-25T16:23:10,AU,11,family,tablet
P000142,Movie_142,C0142,2024-04-29T14:34:15,US,2,student,web
P000143,Movie_143,C0143,2024-04-14T11:27:38,CA,12,student,mobile
P000144,Movie_144,C0144,2024-03-06T09:35:22,UK,2,premium,desktop
P000145,Movie_145,C0145,2024-07-22T21:00:01,FR,12,family,web
P000146,Movie_146,C0146,2024-03-09T12:10:45,UK,3,free,desktop
P000147,Movie_147,C0147,2024-03-11T16:13:00,JP,8,free,web
P000148,Movie_148,C0148,2024-03-19T00:54:16,US,13,free,tv
P000149,Movie_149,C0149,2024-06-07T18:13:16,AU,2,free,mobile
P000150,Movie_150,C0150,2024-04-23T20:07:42,IN,5,premium,tv
P000151,Movie_151,C0151,2024-01-12T12:30:47,JP,8,premium,mobile
P000152,Movie_152,C0152,2024-01-24T17:05:15,IN,11,premium,mobile
P000153,Movie_153,C0153,2024-03-22T23:17:58,IN,7,student,desktop
P000154,Movie_154,C0154,2024-07-02T18:50:23,US,6,student,tv
P000155,Movie_155,C0155,2024-05-02T10:05:55,BR,11,family,desktop
P000156,Movie_156,C0156,2024-08-25T05:09:11,JP,14,student,mobile
P000157,Movie_157,C0157,2024-01-02T04:45:04,BR,12,free,mobile
P000158,Movie_158,C0158,2024-08-21T18:12:00,AU,5,free,tv
P000159,Movie_159,C0159,2024-06-24T12:10:54,US,9,family,web
P000160,Movie_160,C0160,2024-01-02T05:09:55,DE,1,student,mobile
P000161,Movie_161,C0161,2024-05-06T10:06:53,JP,10,family,desktop
P000162,Movie_162,C0162,2024-08-25T21:46:28,CA,7,family,mobile
P000163,Movie_163,C0163,2024-05-29T11:08:29,IN,12,free,tablet
P000164,Movie_164,C0164,2024-08-10T02:25:32,US,3,family,mobile
P000165,Movie_165,C0165,2024-04-27T00:46:11,AU,14,family,web
P000166,Movie_166,C0166,2024-06-22T07:41:36,US,11,free,web
P000167,Movie_167,C0167,2024-03-23T04:38:07,JP,2,family,mobile
P000168,Movie_168,C0168,2024-03-03T05:30:03,US,15,family,tv
P000169,Movie_169,C0169,2024-03-26T14:03:12,CA,15,premium,web
P000170,Movie_170,C0170,2024-07-26T14:18:16,FR,2,student,web
P000171,Movie_171,C0171,2024-08-11T16:26:56,US,11,student,desktop
P000172,Movie_172,C0172,2024-05-28T05:14:25,CA,13,free,web
P000173,Movie_173,C0173,2024-04-10T14:55:50,IN,2,premium,tv
P000174,Movie_174,C0174,2024-08-17T23:42:30,IN,10,student,web
P000175,Movie_175,C0175,2024-05-01T16:50:29,DE,12,premium,tv
P000176,Movie_176,C0176,2024-01-25T00:48:33,US,14,family,desktop
P000177,Movie_177,C0177,2024-05-04T03:17:18,DE,15,free,tablet
P000178,Movie_178,C0178,2024-09-14T18:31:51,US,2,family,mobile
P000179,Movie_179,C0179,2024-07-28T01:15:13,BR,3,student,web
P000180,Movie_180,C0180,2024-07-13T02:46:41,US,10,student,web
P000181,Movie_181,C0181,2024-09-15T09:31:04,JP,10,student,tv
P000182,Movie_182,C0182,2024-07-14T02:30:08,US,5,family,web
P000183,Movie_183,C0183,2024-07-11T05:58:20,CA,1,student,web
P000184,Movie_184,C0184,2024-03-22T19:03:22,IN,12,premium,web
P000185,Movie_185,C0185,2024-07-08T07:52:21,CA,14,free,mobile
P000186,Movie_186,C0186,2024-07-31T19:11:53,JP,11,family,tv
P000187,Movie_187,C0187,2024-05-31T23:45:53,CA,5,free,tablet
P000188,Movie_188,C0188,2024-06-01T22:13:31,CA,13,premium,tv
P000189,Movie_189,C0189,2024-06-26T16:30:43,DE,3,family,desktop
P000190,Movie_190,C0190,2024-04-23T01:04:36,UK,4,free,mobile
P000191,Movie_191,C0191,2024-05-20T16:11:20,JP,11,free,desktop
P000192,Movie_192,C0192,2024-06-14T20:57:49,UK,15,premium,mobile
P000193,Movie_193,C0193,2024-05-18T02:16:54,JP,1,premium,tablet
P000194,Movie_194,C0194,2024-09-09T11:21:02,CA,3,family,web
P000195,Movie_195,C0195,2024-01-14T04:50:10,JP,8,student,tablet
P000196,Movie_196,C0196,2024-03-07T23:41:43,US,13,premium,desktop
P000197,Movie_197,C0197,2024-09-09T13:20:14,UK,11,family,tv
P000198,Movie_198,C0198,2024-01-05T12:08:32,IN,2,family,tablet
P000199,Movie_199,C0199,2024-03-28T08:32:47,BR,5,premium,tablet
P000200,Movie_200,C0200,2024-03-11T07:56:33,CA,5,free,mobile
P000201,Movie_201,C0201,2024-05-06T07:21:13,UK,3,family,mobile
P000202,Movie_202,C0202,2024-06-01T22:26:59,AU,13,family,mobile
P000203,Movie_203,C0203,2024-07-20T12:30:32,JP,13,free,mobile
P000204,Movie_204,C0204,2024-03-11T03:54:43,UK,3,premium,tablet
P000205,Movie_205,C0205,2024-06-22T16:30:45,US,1,free,tablet
P000206,Movie_206,C0206,2024-03-21T02:12:07,UK,9,student,mobile
P000207,Movie_207,C0207,2024-02-02T20:37:31,DE,6,free,desktop
P000208,Movie_208,C0208,2024-09-12T14:29:23,DE,1,student,tablet
P000209,Movie_209,C0209,2024-06-21T18:57:27,CA,12,student,tablet
P000210,Movie_210,C0210,2024-05-16T17:58:10,UK,4,premium,mobile
P000211,Movie_211,C0211,2024-04-02T01:56:07,US,5,free,web
P000212,Movie_212,C0212,2024-08-21T20:23:32,DE,6,student,web
P000213,Movie_213,C0213,2024-08-29T16:22:30,AU,5,student,desktop
P000214,Movie_214,C0214,2024-09-09T08:17:07,CA,8,premium,tv
P000215,Movie_215,C0215,2024-09-19T17:40:34,AU,3,free,mobile
P000216,Movie_216,C0216,2024-09-01T12:00:03,IN,12,student,tablet
P000217,Movie_217,C0217,2024-09-12T06:38:53,DE,10,free,desktop
P000218,Movie_218,C0218,2024-02-29T14:38:37,FR,7,premium,tablet
P000219,Movie_219,C0219,2024-04-06T02:50:44,US,9,premium,tablet
P000220,Movie_220,C0220,2024-06-06T23:28:34,IN,6,student,tv
P000221,Movie_221,C0221,2024-02-26T19:53:27,IN,5,premium,mobile
P000222,Movie_222,C0222,2024-05-26T11:20:54,US,7,premium,mobile
P000223,Movie_223,C0223,2024-03-09T05:56:06,BR,10,family,mobile
P000224,Movie_224,C0224,2024-07-24T10:15:56,CA,9,student,tablet
P000225,Movie_225,C0225,2024-02-08T11:21:48,US,6,family,web
P000226,Movie_226,C0226,2024-05-14T01:14:40,DE,8,free,tv
P000227,Movie_227,C0227,2024-01-04T16:31:22,AU,3,free,web
P000228,Movie_228,C0228,2024-05-27T02:40:41,DE,1,student,web
P000229,Movie_229,C0229,2024-09-20T09:25:26,AU,8,free,desktop
P000230,Movie_230,C0230,2024-05-17T11:31:56,DE,5,student,desktop
P000231,Movie_231,C0231,2024-07-21T04:17:38,IN,5,premium,tv
P000232,Movie_232,C0232,2024-06-06T20:59:32,IN,11,premium,mobile
P000233,Movie_233,C0233,2024-04-03T05:18:16,US,10,premium,mobile
P000234,Movie_234,C0234,2024-04-21T00:19:23,BR,13,premium,desktop
P000235,Movie_235,C0235,2024-09-19T22:24:19,UK,3,family,desktop
P000236,Movie_236,C0236,2024-07-19T00:15:17,AU,15,premium,desktop
P000237,Movie_237,C0237,2024-01-06T09:33:35,US,12,family,tablet
P000238,Movie_238,C0238,2024-05-14T00:11:53,JP,10,family,web
P000239,Movie_239,C0239,2024-09-18T23:00:08,AU,15,free,web
P000240,Movie_240,C0240,2024-01-30T04:11:28,UK,9,student,mobile
P000241,Movie_241,C0241,2024-06-13T04:03:25,IN,6,premium,tv
P000242,Movie_242,C0242,2024-09-20T17:19:39,IN,5,student,desktop
P000243,Movie_243,C0243,2024-04-24T00:02:17,US,12,family,web
P000244,Movie_244,C0244,2024-04-28T09:07:35,DE,9,premium,desktop
P000245,Movie_245,C0245,2024-08-27T21:50:06,US,6,premium,tablet
P000246,Movie_246,C0246,2024-06-27T18:48:32,CA,2,premium,tv
P000247,Movie_247,C0247,2024-03-13T07:06:56,US,2,family,desktop
P000248,Movie_248,C0248,2024-03-17T17:14:51,DE,15,free,desktop
P000249,Movie_249,C0249,2024-02-18T02:17:49,IN,3,student,web
P000250,Movie_250,C0250,2024-07-01T19:13:46,CA,6,family,web
P000251,Movie_251,C0251,2024-07-27T07:51:56,UK,8,family,web
P000252,Movie_252,C0252,2024-02-24T07:43:26,CA,1,student,web
P000253,Movie_253,C0253,2024-02-12T23:28:42,IN,3,family,desktop
P000254,Movie_254,C0254,2024-05-08T15:08:01,US,11,free,desktop
P000255,Movie_255,C0255,2024-09-15T08:30:47,JP,7,family,tablet
P000256,Movie_256,C0256,2024-07-11T11:01:29,IN,6,family,tablet
P000257,Movie_257,C0257,2024-05-31T00:19:50,US,13,premium,web
P000258,Movie_258,C0258,2024-03-01T09:45:23,US,13,free,mobile
P000259,Movie_259,C0259,2024-09-20T10:18:37,JP,10,premium,desktop
P000260,Movie_260,C0260,2024-07-05T11:43:23,DE,2,family,web
P000261,Movie_261,C0261,2024-08-27T20:34:18,AU,3,free,tv
P000262,Movie_262,C0262,2024-02-14T16:03:50,AU,4,family,web
P000263,Movie_263,C0263,2024-07-03T01:00:04,JP,12,free,web
P000264,Movie_264,C0264,2024-08-17T14:20:52,IN,4,premium,web
P000265,Movie_265,C0265,2024-06-04T20:13:48,US,15,free,desktop
P000266,Movie_266,C0266,2024-01-07T20:36:56,JP,14,premium,desktop
P000267,Movie_267,C0267,2024-06-07T04:17:05,DE,11,free,web
P000268,Movie_268,C0268,2024-05-10T13:24:16,US,9,family,mobile
P000269,Movie_269,C0269,2024-04-28T04:11:17,FR,5,student,desktop
P000270,Movie_270,C0270,2024-04-05T21:54:52,US,3,premium,mobile
P000271,Movie_271,C0271,2024-01-21T05:53:33,FR,4,student,desktop
P000272,Movie_272,C0272,2024-04-18T19:16:27,JP,7,free,tv
P000273,Movie_273,C0273,2024-07-09T19:07:14,JP,2,premium,mobile
P000274,Movie_274,C0274,2024-09-22T05:39:45,UK,6,student,tv
P000275,Movie_275,C0275,2024-08-16T17:02:56,CA,4,student,web
P000276,Movie_276,C0276,2024-08-14T22:19:27,JP,3,premium,mobile
P000277,Movie_277,C0277,2024-08-15T19:08:56,DE,14,free,web
P000278,Movie_278,C0278,2024-06-22T02:52:32,UK,9,student,tv
P000279,Movie_279,C0279,2024-07-03T03:51:01,UK,9,free,mobile
P000280,Movie_280,C0280,2024-02-19T15:28:48,DE,12,student,tablet
P000281,Movie_281,C0281,2024-05-14T21:26:20,US,11,premium,desktop
P000282,Movie_282,C0282,2024-01-27T07:05:20,IN,3,student,web
P000283,Movie_283,C0283,2024-04-22T11:47:34,JP,13,free,desktop
P000284,Movie_284,C0284,2024-07-11T05:58:32,AU,2,free,desktop
P000285,Movie_285,C0285,2024-07-16T18:49:06,US,7,student,web
P000286,Movie_286,C0286,2024-03-12T11:37:21,JP,4,premium,tablet
P000287,Movie_287,C0287,2024-06-25T21:01:03,US,5,free,tv
P000288,Movie_288,C0288,2024-04-14T06:44:16,US,4,premium,tablet
P000289,Movie_289,C0289,2024-04-02T12:20:28,AU,3,student,web
P000290,Movie_290,C0290,2024-04-15T00:38:07,US,11,free,web
P000291,Movie_291,C0291,2024-07-26T14:47:09,CA,11,student,tv
P000292,Movie_292,C0292,2024-02-02T07:54:37,US,12,free,desktop
P000293,Movie_293,C0293,2024-08-25T11:25:32,UK,11,premium,tv
P000294,Movie_294,C0294,2024-03-26T03:50:02,CA,3,student,mobile
P000295,Movie_295,C0295,2024-07-27T16:49:32,DE,2,family,tv
P000296,Movie_296,C0296,2024-08-31T04:52:59,US,14,family,web
P000297,Movie_297,C0297,2024-05-05T22:21:01,CA,3,family,web
P000298,Movie_298,C0298,2024-06-17T12:16:27,CA,2,family,web
P000299,Movie_299,C0299,2024-06-27T09:49:34,JP,4,family,web
P000300,Movie_300,C0300,2024-09-08T11:44:11,BR,3,free,desktop
P000301,Song_001,C0301,2024-09-23T22:43:23,US,3,premium,desktop
P000302,Song_002,C0302,2024-04-05T05:55:53,DE,7,premium,tablet
P000303,Song_003,C0303,2024-02-23T07:38:51,US,10,premium,desktop
P000304,Song_004,C0304,2024-05-29T03:03:04,JP,13,premium,web
P000305,Song_005,C0305,2024-04-06T10:43:26,JP,3,premium,mobile
P000306,Song_006,C0306,2024-02-11T07:09:02,FR,14,premium,web
P000307,Song_007,C0307,2024-02-24T01:43:06,CA,14,free,tv
P000308,Song_008,C0308,2024-05-08T20:11:34,US,1,student,tablet
P000309,Song_009,C0309,2024-02-17T19:08:49,JP,2,student,mobile
P000310,Song_010,C0310,2024-07-17T15:55:15,CA,3,premium,web
P000311,Song_011,C0311,2024-01-10T07:42:15,DE,3,student,tv
P000312,Song_012,C0312,2024-03-28T17:23:42,AU,7,premium,desktop
P000313,Song_013,C0313,2024-03-06T20:24:17,IN,2,student,tv
P000314,Song_014,C0314,2024-01-30T15:04:25,IN,6,premium,mobile
P000315,Song_015,C0315,2024-08-22T18:24:28,FR,9,student,tablet
P000316,Song_016,C0316,2024-03-11T10:26:55,IN,15,student,tablet
P000317,Song_017,C0317,2024-04-21T11:05:08,UK,5,family,tv
P000318,Song_018,C0318,2024-04-13T01:42:58,US,13,premium,web
P000319,Song_019,C0319,2024-09-11T17:00:12,IN,7,family,desktop
P000320,Song_020,C0320,2024-01-27T03:24:30,CA,12,student,web
P000321,Song_021,C0321,2024-02-05T03:01:38,US,3,family,tv
P000322,Song_022,C0322,2024-05-04T00:14:19,CA,12,family,tablet
P000323,Song_023,C0323,2024-09-04T05:34:51,AU,15,free,desktop
P000324,Song_024,C0324,2024-06-11T14:11:26,DE,9,free,desktop
P000325,Song_025,C0325,2024-02-02T11:22:25,JP,9,free,mobile
P000326,Song_026,C0326,2024-04-01T08:09:29,JP,14,premium,tv
P000327,Song_027,C0327,2024-08-04T20:25:38,UK,15,premium,mobile
P000328,Song_028,C0328,2024-05-15T16:09:18,UK,5,family,web
P000329,Song_029,C0329,2024-08-02T04:21:22,CA,4,free,web
P000330,Song_030,C0330,2024-01-22T16:42:20,US,12,free,desktop
P000331,Song_031,C0331,2024-01-11T05:34:14,CA,6,premium,mobile
P000332,Song_032,C0332,2024-09-14T09:15:09,DE,14,free,mobile
P000333,Song_033,C0333,2024-02-27T01:04:58,IN,4,premium,mobile
P000334,Song_034,C0334,2024-08-09T01:10:17,CA,3,free,desktop
P000335,Song_035,C0335,2024-02-24T09:56:31,DE,5,family,desktop
P000336,Song_036,C0336,2024-05-11T00:12:31,IN,5,premium,web
P000337,Song_037,C0337,2024-01-24T07:14:52,US,10,free,tablet
P000338,Song_038,C0338,2024-03-03T06:33:32,BR,11,family,tablet
P000339,Song_039,C0339,2024-04-10T05:14:27,BR,12,free,desktop
P000340,Song_040,C0340,2024-03-01T21:29:16,IN,9,family,web
P000341,Song_041,C0341,2024-03-23T06:43:04,JP,4,family,web
P000342,Song_042,C0342,2024-08-05T05:00:02,IN,14,family,desktop
P000343,Song_043,C0343,2024-05-01T15:08:21,FR,14,family,web
P000344,Song_044,C0344,2024-01-22T05:34:36,US,4,student,mobile
P000345,Song_045,C0345,2024-02-10T13:04:44,AU,13,student,mobile
P000346,Song_046,C0346,2024-04-03T00:34:50,US,2,free,tablet
P000347,Song_047,C0347,2024-01-05T06:18:47,CA,4,free,mobile
P000348,Song_048,C0348,2024-04-03T08:05:09,IN,10,family,mobile
P000349,Song_049,C0349,2024-01-19T15:50:53,CA,1,student,tv
P000350,Song_050,C0350,2024-06-03T14:54:00,CA,13,family,tv
P000351,Song_051,C0351,2024-02-20T07:11:05,US,6,family,tablet
P000352,Song_052,C0352,2024-02-09T05:24:54,JP,1,family,desktop
P000353,Song_053,C0353,2024-08-15T17:15:16,US,5,free,web
P000354,Song_054,C0354,2024-09-22T00:11:11,US,12,free,web
P000355,Song_055,C0355,2024-09-21T15:39:54,US,9,student,desktop
P000356,Song_056,C0356,2024-02-20T22:51:00,US,10,family,mobile
P000357,Song_057,C0357,2024-09-22T04:50:31,JP,10,premium,web
P000358,Song_058,C0358,2024-08-08T03:53:56,JP,2,premium,web
P000359,Song_059,C0359,2024-04-30T05:08:36,UK,8,premium,desktop
P000360,Song_060,C0360,2024-05-01T20:04:12,BR,3,premium,tv
P000361,Song_061,C0361,2024-08-11T21:28:40,UK,2,free,desktop
P000362,Song_062,C0362,2024-04-10T04:12:47,BR,13,family,web
P000363,Song_063,C0363,2024-02-18T03:26:56,CA,1,student,tv
P000364,Song_064,C0364,2024-06-04T17:01:27,UK,15,free,desktop
P000365,Song_065,C0365,2024-05-22T10:11:32,US,6,premium,desktop
P000366,Song_066,C0366,2024-07-15T11:43:30,DE,1,premium,web
P000367,Song_067,C0367,2024-09-28T18:05:55,UK,3,premium,tv
P000368,Song_068,C0368,2024-05-25T22:54:43,CA,14,premium,web
P000369,Song_069,C0369,2024-05-30T18:30:02,JP,6,family,desktop
P000370,Song_070,C0370,2024-09-06T12:23:21,CA,2,premium,web
P000371,Song_071,C0371,2024-02-12T01:52:46,BR,13,family,web
P000372,Song_072,C0372,2024-06-04T22:26:31,CA,6,family,web
P000373,Song_073,C0373,2024-09-29T17:49:30,US,5,family,mobile
P000374,Song_074,C0374,2024-07-30T16:31:30,CA,3,free,tv
P000375,Song_075,C0375,2024-08-08T16:04:08,DE,13,family,mobile
